# E(eV),Radius(Rp),Tau
1.988640706702940406e+03,3.471306054741816711e+10,1.918092583160414691e-07
1.988640706702940406e+03,3.514064705852531433e+10,1.780342183497659647e-07
1.988640706702940406e+03,3.556823356963246918e+10,1.683005330151028814e-07
1.988640706702940406e+03,3.599582008073962402e+10,1.559358118218862630e-07
1.988640706702940406e+03,3.642340659184677124e+10,1.464112016183228427e-07
1.988640706702940406e+03,3.685099310295392609e+10,1.364240601136739231e-07
1.988640706702940406e+03,3.727857961406107330e+10,1.260206586730173777e-07
1.988640706702940406e+03,3.770616612516822815e+10,1.191390034957458482e-07
1.988640706702940406e+03,3.813375263627538300e+10,1.096389152914263071e-07
1.988640706702940406e+03,3.856133914738253021e+10,1.006264059419297845e-07
1.988640706702940406e+03,3.898892565848967743e+10,9.207225443554729328e-08
1.988640706702940406e+03,3.941651216959683228e+10,8.394687460767759295e-08
1.988640706702940406e+03,3.984409868070398712e+10,7.623519037952646113e-08
1.988640706702940406e+03,4.027168519181114197e+10,6.893803368983442420e-08
1.988640706702940406e+03,4.069927170291828918e+10,6.198668594540992790e-08
1.988640706702940406e+03,4.112685821402544403e+10,5.224632124637412074e-08
1.988640706702940406e+03,4.155444472513259125e+10,4.464545808928880767e-08
1.988640706702940406e+03,4.198203123623973846e+10,3.501944960330251048e-08
1.988640706702940406e+03,4.240961774734689331e+10,2.277290963173013128e-08
1.985000362220961506e+03,0.000000000000000000e+00,2.646865795424284129e-01
1.985000362220961506e+03,4.275865111071519256e+08,2.646865795424284129e-01
1.985000362220961506e+03,8.551730222143038511e+08,2.646865795424284129e-01
1.985000362220961506e+03,1.282759533321455956e+09,2.646865795424284129e-01
1.985000362220961506e+03,1.710346044428607702e+09,2.646865795424284129e-01
1.985000362220961506e+03,2.137932555535759449e+09,2.646865795424284129e-01
1.985000362220961506e+03,2.565519066642911911e+09,2.646865795424284129e-01
1.985000362220961506e+03,2.993105577750063896e+09,2.646865795424284129e-01
1.985000362220961506e+03,3.420692088857215405e+09,2.646865795424284129e-01
1.985000362220961506e+03,3.848278599964367390e+09,2.646865795424284129e-01
1.985000362220961506e+03,4.275865111071518898e+09,2.646865795424284129e-01
1.985000362220961506e+03,4.703451622178671837e+09,2.646865795424284129e-01
1.985000362220961506e+03,5.131038133285823822e+09,2.646865795424284129e-01
1.985000362220961506e+03,5.558624644392974854e+09,2.646865795424284129e-01
1.985000362220961506e+03,5.986211155500127792e+09,2.646865795424284129e-01
1.985000362220961506e+03,6.413797666607279778e+09,2.646865795424284129e-01
1.985000362220961506e+03,6.841384177714430809e+09,2.646865795424284129e-01
1.985000362220961506e+03,7.268970688821582794e+09,2.646865795424284129e-01
1.985000362220961506e+03,7.696557199928734779e+09,2.646865795424284129e-01
1.985000362220961506e+03,8.124143711035886765e+09,2.646865795424284129e-01
1.985000362220961506e+03,8.551730222143037796e+09,2.646865795424284129e-01
1.985000362220961506e+03,8.630283369881910324e+09,2.646865795424284129e-01
1.985000362220961506e+03,9.057869880989061356e+09,4.134513992755893368e-03
1.985000362220961506e+03,9.485456392096214294e+09,1.023472944856027717e-03
1.985000362220961506e+03,9.913042903203365326e+09,3.065291703944920737e-04
1.985000362220961506e+03,1.034062941431051826e+10,1.461686850873183507e-04
1.985000362220961506e+03,1.076821592541766930e+10,8.796967789779033559e-05
1.985000362220961506e+03,1.119580243652482033e+10,5.734927086175305297e-05
1.985000362220961506e+03,1.162338894763197327e+10,3.983083234355972021e-05
1.985000362220961506e+03,1.205097545873912430e+10,2.918699220102520962e-05
1.985000362220961506e+03,1.247856196984627533e+10,2.234545800941041394e-05
1.985000362220961506e+03,1.290614848095342827e+10,1.767912771350462232e-05
1.985000362220961506e+03,1.333373499206057930e+10,1.437803490290745011e-05
1.985000362220961506e+03,1.376132150316773033e+10,1.196726617460793257e-05
1.985000362220961506e+03,1.418890801427488327e+10,1.014820787674949358e-05
1.985000362220961506e+03,1.461649452538203430e+10,8.726176605998548649e-06
1.985000362220961506e+03,1.504408103648918533e+10,7.590020868285528095e-06
1.985000362220961506e+03,1.547166754759633827e+10,6.660744910879529461e-06
1.985000362220961506e+03,1.589925405870348930e+10,5.893387089078277963e-06
1.985000362220961506e+03,1.632684056981064224e+10,5.246677984695330048e-06
1.985000362220961506e+03,1.675442708091779137e+10,4.694909414629662472e-06
1.985000362220961506e+03,1.718201359202494431e+10,4.220504474520913831e-06
1.985000362220961506e+03,1.760960010313209915e+10,3.804811538624703854e-06
1.985000362220961506e+03,1.803718661423925018e+10,3.444328643553502606e-06
1.985000362220961506e+03,1.846477312534639740e+10,3.126440378871492695e-06
1.985000362220961506e+03,1.889235963645355225e+10,2.845836779707967965e-06
1.985000362220961506e+03,1.931994614756070709e+10,2.592556303140573117e-06
1.985000362220961506e+03,1.974753265866785431e+10,2.369761777355654629e-06
1.985000362220961506e+03,2.017511916977500534e+10,2.170453856038015389e-06
1.985000362220961506e+03,2.060270568088216019e+10,1.988314644144577360e-06
1.985000362220961506e+03,2.103029219198931122e+10,1.826061997336462741e-06
1.985000362220961506e+03,2.145787870309646225e+10,1.680326576170314483e-06
1.985000362220961506e+03,2.188546521420361328e+10,1.548839792299255712e-06
1.985000362220961506e+03,2.231305172531076431e+10,1.426737436890159940e-06
1.985000362220961506e+03,2.274063823641791916e+10,1.317149068634489901e-06
1.985000362220961506e+03,2.316822474752507019e+10,1.218174396162551678e-06
1.985000362220961506e+03,2.359581125863221741e+10,1.125046529668234815e-06
1.985000362220961506e+03,2.402339776973937225e+10,1.043440477383503075e-06
1.985000362220961506e+03,2.445098428084652710e+10,9.689167492227061734e-07
1.985000362220961506e+03,2.487857079195367432e+10,8.968234182633774476e-07
1.985000362220961506e+03,2.530615730306082535e+10,8.350119750828341858e-07
1.985000362220961506e+03,2.573374381416798019e+10,7.756830954042172767e-07
1.985000362220961506e+03,2.616133032527513123e+10,7.213854438177590812e-07
1.985000362220961506e+03,2.658891683638228226e+10,6.731762677345129396e-07
1.985000362220961506e+03,2.701650334748943329e+10,6.253591246797985024e-07
1.985000362220961506e+03,2.744408985859658432e+10,5.854443903695422866e-07
1.985000362220961506e+03,2.787167636970373917e+10,5.450665685356791349e-07
1.985000362220961506e+03,2.829926288081089020e+10,5.101073615633874632e-07
1.985000362220961506e+03,2.872684939191804123e+10,4.775549792581086675e-07
1.985000362220961506e+03,2.915443590302519226e+10,4.458748382528434990e-07
1.985000362220961506e+03,2.958202241413234711e+10,4.161769841063224639e-07
1.985000362220961506e+03,3.000960892523949814e+10,3.907571411495845278e-07
1.985000362220961506e+03,3.043719543634664536e+10,3.671161948247221314e-07
1.985000362220961506e+03,3.086478194745380020e+10,3.432617773707746489e-07
1.985000362220961506e+03,3.129236845856095505e+10,3.211264763094158872e-07
1.985000362220961506e+03,3.171995496966810226e+10,3.022716335929383764e-07
1.985000362220961506e+03,3.214754148077525330e+10,2.820714474648954015e-07
1.985000362220961506e+03,3.257512799188240814e+10,2.651779492960080720e-07
1.985000362220961506e+03,3.300271450298955917e+10,2.491048552185410215e-07
1.985000362220961506e+03,3.343030101409671402e+10,2.325412093082334711e-07
1.985000362220961506e+03,3.385788752520386124e+10,2.196133695190617746e-07
1.985000362220961506e+03,3.428547403631101227e+10,2.054385086932909412e-07
1.985000362220961506e+03,3.471306054741816711e+10,1.927351117208803242e-07
1.985000362220961506e+03,3.514064705852531433e+10,1.788934926804931380e-07
1.985000362220961506e+03,3.556823356963246918e+10,1.691127302200967603e-07
1.985000362220961506e+03,3.599582008073962402e+10,1.566882663684957200e-07
1.985000362220961506e+03,3.642340659184677124e+10,1.471176202057015067e-07
1.985000362220961506e+03,3.685099310295392609e+10,1.370822290084062922e-07
1.985000362220961506e+03,3.727857961406107330e+10,1.266285844395292228e-07
1.985000362220961506e+03,3.770616612516822815e+10,1.197136710558674942e-07
1.985000362220961506e+03,3.813375263627538300e+10,1.101677153034417276e-07
1.985000362220961506e+03,3.856133914738253021e+10,1.011116984810457623e-07
1.985000362220961506e+03,3.898892565848967743e+10,9.251625756323933468e-08
1.985000362220961506e+03,3.941651216959683228e+10,8.435166277902090461e-08
1.985000362220961506e+03,3.984409868070398712e+10,7.660276468501909459e-08
1.985000362220961506e+03,4.027168519181114197e+10,6.927039880470230238e-08
1.985000362220961506e+03,4.069927170291828918e+10,6.228551411816370667e-08
1.985000362220961506e+03,4.112685821402544403e+10,5.249817723880476462e-08
1.985000362220961506e+03,4.155444472513259125e+10,4.486065916210864058e-08
1.985000362220961506e+03,4.198203123623973846e+10,3.518824040711321828e-08
1.985000362220961506e+03,4.240961774734689331e+10,2.288266616767680911e-08
1.981366677837224415e+03,0.000000000000000000e+00,2.660593828964956664e-01
1.981366677837224415e+03,4.275865111071519256e+08,2.660593828964956664e-01
1.981366677837224415e+03,8.551730222143038511e+08,2.660593828964956664e-01
1.981366677837224415e+03,1.282759533321455956e+09,2.660593828964956664e-01
1.981366677837224415e+03,1.710346044428607702e+09,2.660593828964956664e-01
1.981366677837224415e+03,2.137932555535759449e+09,2.660593828964956664e-01
1.981366677837224415e+03,2.565519066642911911e+09,2.660593828964956664e-01
1.981366677837224415e+03,2.993105577750063896e+09,2.660593828964956664e-01
1.981366677837224415e+03,3.420692088857215405e+09,2.660593828964956664e-01
1.981366677837224415e+03,3.848278599964367390e+09,2.660593828964956664e-01
1.981366677837224415e+03,4.275865111071518898e+09,2.660593828964956664e-01
1.981366677837224415e+03,4.703451622178671837e+09,2.660593828964956664e-01
1.981366677837224415e+03,5.131038133285823822e+09,2.660593828964956664e-01
1.981366677837224415e+03,5.558624644392974854e+09,2.660593828964956664e-01
1.981366677837224415e+03,5.986211155500127792e+09,2.660593828964956664e-01
1.981366677837224415e+03,6.413797666607279778e+09,2.660593828964956664e-01
1.981366677837224415e+03,6.841384177714430809e+09,2.660593828964956664e-01
1.981366677837224415e+03,7.268970688821582794e+09,2.660593828964956664e-01
1.981366677837224415e+03,7.696557199928734779e+09,2.660593828964956664e-01
1.981366677837224415e+03,8.124143711035886765e+09,2.660593828964956664e-01
1.981366677837224415e+03,8.551730222143037796e+09,2.660593828964956664e-01
1.981366677837224415e+03,8.630283369881910324e+09,2.660593828964956664e-01
1.981366677837224415e+03,9.057869880989061356e+09,4.155934819473868121e-03
1.981366677837224415e+03,9.485456392096214294e+09,1.028759773209702612e-03
1.981366677837224415e+03,9.913042903203365326e+09,3.081009002526142711e-04
1.981366677837224415e+03,1.034062941431051826e+10,1.469126961296340179e-04
1.981366677837224415e+03,1.076821592541766930e+10,8.841507349774681518e-05
1.981366677837224415e+03,1.119580243652482033e+10,5.763820194613751910e-05
1.981366677837224415e+03,1.162338894763197327e+10,4.003060059304640046e-05
1.981366677837224415e+03,1.205097545873912430e+10,2.933279504585417714e-05
1.981366677837224415e+03,1.247856196984627533e+10,2.245669966578742768e-05
1.981366677837224415e+03,1.290614848095342827e+10,1.776687311997359798e-05
1.981366677837224415e+03,1.333373499206057930e+10,1.444921068229531642e-05
1.981366677837224415e+03,1.376132150316773033e+10,1.202637643577766680e-05
1.981366677837224415e+03,1.418890801427488327e+10,1.019823823313871110e-05
1.981366677837224415e+03,1.461649452538203430e+10,8.769125350150395234e-06
1.981366677837224415e+03,1.504408103648918533e+10,7.627323552001127087e-06
1.981366677837224415e+03,1.547166754759633827e+10,6.693439103569077619e-06
1.981366677837224415e+03,1.589925405870348930e+10,5.922282131525759819e-06
1.981366677837224415e+03,1.632684056981064224e+10,5.272376107704642003e-06
1.981366677837224415e+03,1.675442708091779137e+10,4.717883776346027131e-06
1.981366677837224415e+03,1.718201359202494431e+10,4.241139931685020154e-06
1.981366677837224415e+03,1.760960010313209915e+10,3.823400406921273362e-06
1.981366677837224415e+03,1.803718661423925018e+10,3.461144284851689416e-06
1.981366677837224415e+03,1.846477312534639740e+10,3.141693894140489739e-06
1.981366677837224415e+03,1.889235963645355225e+10,2.859712595567078783e-06
1.981366677837224415e+03,1.931994614756070709e+10,2.605189983342164718e-06
1.981366677837224415e+03,1.974753265866785431e+10,2.381303425713086550e-06
1.981366677837224415e+03,2.017511916977500534e+10,2.181019293305538715e-06
1.981366677837224415e+03,2.060270568088216019e+10,1.997988813124581336e-06
1.981366677837224415e+03,2.103029219198931122e+10,1.834942628865543631e-06
1.981366677837224415e+03,2.145787870309646225e+10,1.688494839623517289e-06
1.981366677837224415e+03,2.188546521420361328e+10,1.556365686505338454e-06
1.981366677837224415e+03,2.231305172531076431e+10,1.433667315725535865e-06
1.981366677837224415e+03,2.274063823641791916e+10,1.323544252599887074e-06
1.981366677837224415e+03,2.316822474752507019e+10,1.224086855895925937e-06
1.981366677837224415e+03,2.359581125863221741e+10,1.130505196857052097e-06
1.981366677837224415e+03,2.402339776973937225e+10,1.048501472284181927e-06
1.981366677837224415e+03,2.445098428084652710e+10,9.736147497897439957e-07
1.981366677837224415e+03,2.487857079195367432e+10,9.011706346736331657e-07
1.981366677837224415e+03,2.530615730306082535e+10,8.390583314208947788e-07
1.981366677837224415e+03,2.573374381416798019e+10,7.794408725256413667e-07
1.981366677837224415e+03,2.616133032527513123e+10,7.248793037984558486e-07
1.981366677837224415e+03,2.658891683638228226e+10,6.764357860400323662e-07
1.981366677837224415e+03,2.701650334748943329e+10,6.283863653714322854e-07
1.981366677837224415e+03,2.744408985859658432e+10,5.882777713095709398e-07
1.981366677837224415e+03,2.787167636970373917e+10,5.477039840141414403e-07
1.981366677837224415e+03,2.829926288081089020e+10,5.125750517228189491e-07
1.981366677837224415e+03,2.872684939191804123e+10,4.798647005397675233e-07
1.981366677837224415e+03,2.915443590302519226e+10,4.480309258481639375e-07
1.981366677837224415e+03,2.958202241413234711e+10,4.181891147585243338e-07
1.981366677837224415e+03,3.000960892523949814e+10,3.926460007436967881e-07
1.981366677837224415e+03,3.043719543634664536e+10,3.688904490546895862e-07
1.981366677837224415e+03,3.086478194745380020e+10,3.449204805678492352e-07
1.981366677837224415e+03,3.129236845856095505e+10,3.226779787957698240e-07
1.981366677837224415e+03,3.171995496966810226e+10,3.037317999187949501e-07
1.981366677837224415e+03,3.214754148077525330e+10,2.834338480258819651e-07
1.981366677837224415e+03,3.257512799188240814e+10,2.664585652942627937e-07
1.981366677837224415e+03,3.300271450298955917e+10,2.503076809061607416e-07
1.981366677837224415e+03,3.343030101409671402e+10,2.336639186878063049e-07
1.981366677837224415e+03,3.385788752520386124e+10,2.206735147412960429e-07
1.981366677837224415e+03,3.428547403631101227e+10,2.064301089629666090e-07
1.981366677837224415e+03,3.471306054741816711e+10,1.936652880642129787e-07
1.981366677837224415e+03,3.514064705852531433e+10,1.797567785818036132e-07
1.981366677837224415e+03,3.556823356963246918e+10,1.699287186535772613e-07
1.981366677837224415e+03,3.599582008073962402e+10,1.574442328607809650e-07
1.981366677837224415e+03,3.642340659184677124e+10,1.478273354407258952e-07
1.981366677837224415e+03,3.685099310295392609e+10,1.377434690244274759e-07
1.981366677837224415e+03,3.727857961406107330e+10,1.272393465838622754e-07
1.981366677837224415e+03,3.770616612516822815e+10,1.202910194729956561e-07
1.981366677837224415e+03,3.813375263627538300e+10,1.106989819468088903e-07
1.981366677837224415e+03,3.856133914738253021e+10,1.015992544828509234e-07
1.981366677837224415e+03,3.898892565848967743e+10,9.296233137335555821e-08
1.981366677837224415e+03,3.941651216959683228e+10,8.475833856586551430e-08
1.981366677837224415e+03,3.984409868070398712e+10,7.697205290649837850e-08
1.981366677837224415e+03,4.027168519181114197e+10,6.960431351772851021e-08
1.981366677837224415e+03,4.069927170291828918e+10,6.258573539664716608e-08
1.981366677837224415e+03,4.112685821402544403e+10,5.275120726923475940e-08
1.981366677837224415e+03,4.155444472513259125e+10,4.507686332069229857e-08
1.981366677837224415e+03,4.198203123623973846e+10,3.535781790941839547e-08
1.981366677837224415e+03,4.240961774734689331e+10,2.299293421574065316e-08
1.977739578310338175e+03,0.000000000000000000e+00,2.674392033287941173e-01
1.977739578310338175e+03,4.275865111071519256e+08,2.674392033287941173e-01
1.977739578310338175e+03,8.551730222143038511e+08,2.674392033287941173e-01
1.977739578310338175e+03,1.282759533321455956e+09,2.674392033287941173e-01
1.977739578310338175e+03,1.710346044428607702e+09,2.674392033287941173e-01
1.977739578310338175e+03,2.137932555535759449e+09,2.674392033287941173e-01
1.977739578310338175e+03,2.565519066642911911e+09,2.674392033287941173e-01
1.977739578310338175e+03,2.993105577750063896e+09,2.674392033287941173e-01
1.977739578310338175e+03,3.420692088857215405e+09,2.674392033287941173e-01
1.977739578310338175e+03,3.848278599964367390e+09,2.674392033287941173e-01
1.977739578310338175e+03,4.275865111071518898e+09,2.674392033287941173e-01
1.977739578310338175e+03,4.703451622178671837e+09,2.674392033287941173e-01
1.977739578310338175e+03,5.131038133285823822e+09,2.674392033287941173e-01
1.977739578310338175e+03,5.558624644392974854e+09,2.674392033287941173e-01
1.977739578310338175e+03,5.986211155500127792e+09,2.674392033287941173e-01
1.977739578310338175e+03,6.413797666607279778e+09,2.674392033287941173e-01
1.977739578310338175e+03,6.841384177714430809e+09,2.674392033287941173e-01
1.977739578310338175e+03,7.268970688821582794e+09,2.674392033287941173e-01
1.977739578310338175e+03,7.696557199928734779e+09,2.674392033287941173e-01
1.977739578310338175e+03,8.124143711035886765e+09,2.674392033287941173e-01
1.977739578310338175e+03,8.551730222143037796e+09,2.674392033287941173e-01
1.977739578310338175e+03,8.630283369881910324e+09,2.674392033287941173e-01
1.977739578310338175e+03,9.057869880989061356e+09,4.177464994085488929e-03
1.977739578310338175e+03,9.485456392096214294e+09,1.034073488602054369e-03
1.977739578310338175e+03,9.913042903203365326e+09,3.096805486522774759e-04
1.977739578310338175e+03,1.034062941431051826e+10,1.476604212483213600e-04
1.977739578310338175e+03,1.076821592541766930e+10,8.886267811399093470e-05
1.977739578310338175e+03,1.119580243652482033e+10,5.792855758775320292e-05
1.977739578310338175e+03,1.162338894763197327e+10,4.023134855289892012e-05
1.977739578310338175e+03,1.205097545873912430e+10,2.947930960784671847e-05
1.977739578310338175e+03,1.247856196984627533e+10,2.256848214643178630e-05
1.977739578310338175e+03,1.290614848095342827e+10,1.785504361078573291e-05
1.977739578310338175e+03,1.333373499206057930e+10,1.452073022422026340e-05
1.977739578310338175e+03,1.376132150316773033e+10,1.208577144302024857e-05
1.977739578310338175e+03,1.418890801427488327e+10,1.024850905954707671e-05
1.977739578310338175e+03,1.461649452538203430e+10,8.812280125574911864e-06
1.977739578310338175e+03,1.504408103648918533e+10,7.664804876577421702e-06
1.977739578310338175e+03,1.547166754759633827e+10,6.726289633582991879e-06
1.977739578310338175e+03,1.589925405870348930e+10,5.951315160437602660e-06
1.977739578310338175e+03,1.632684056981064224e+10,5.298196802831975655e-06
1.977739578310338175e+03,1.675442708091779137e+10,4.740967598781270576e-06
1.977739578310338175e+03,1.718201359202494431e+10,4.261873607400098012e-06
1.977739578310338175e+03,1.760960010313209915e+10,3.842077672702238094e-06
1.977739578310338175e+03,1.803718661423925018e+10,3.478039823074995160e-06
1.977739578310338175e+03,1.846477312534639740e+10,3.157019826640426510e-06
1.977739578310338175e+03,1.889235963645355225e+10,2.873654238830523773e-06
1.977739578310338175e+03,1.931994614756070709e+10,2.617883557517585331e-06
1.977739578310338175e+03,1.974753265866785431e+10,2.392899754990679307e-06
1.977739578310338175e+03,2.017511916977500534e+10,2.191634755290660926e-06
1.977739578310338175e+03,2.060270568088216019e+10,2.007708760569642652e-06
1.977739578310338175e+03,2.103029219198931122e+10,1.843865260589926913e-06
1.977739578310338175e+03,2.145787870309646225e+10,1.696701713667511474e-06
1.977739578310338175e+03,2.188546521420361328e+10,1.563927136747649237e-06
1.977739578310338175e+03,2.231305172531076431e+10,1.440629919328971107e-06
1.977739578310338175e+03,2.274063823641791916e+10,1.329969622688908091e-06
1.977739578310338175e+03,2.316822474752507019e+10,1.230027210908792979e-06
1.977739578310338175e+03,2.359581125863221741e+10,1.135989608124150047e-06
1.977739578310338175e+03,2.402339776973937225e+10,1.053586325975954336e-06
1.977739578310338175e+03,2.445098428084652710e+10,9.783348891976706492e-07
1.977739578310338175e+03,2.487857079195367432e+10,9.055383299293610236e-07
1.977739578310338175e+03,2.530615730306082535e+10,8.431237422785946059e-07
1.977739578310338175e+03,2.573374381416798019e+10,7.832163391081055999e-07
1.977739578310338175e+03,2.616133032527513123e+10,7.283896058863667976e-07
1.977739578310338175e+03,2.658891683638228226e+10,6.797106387974912355e-07
1.977739578310338175e+03,2.701650334748943329e+10,6.314278435071364074e-07
1.977739578310338175e+03,2.744408985859658432e+10,5.911244743093524121e-07
1.977739578310338175e+03,2.787167636970373917e+10,5.503537970365285713e-07
1.977739578310338175e+03,2.829926288081089020e+10,5.150543383728431604e-07
1.977739578310338175e+03,2.872684939191804123e+10,4.821852731523915608e-07
1.977739578310338175e+03,2.915443590302519226e+10,4.501971406449727045e-07
1.977739578310338175e+03,2.958202241413234711e+10,4.202106944553475532e-07
1.977739578310338175e+03,3.000960892523949814e+10,3.945437283803245250e-07
1.977739578310338175e+03,3.043719543634664536e+10,3.706730313909570630e-07
1.977739578310338175e+03,3.086478194745380020e+10,3.465869679863364535e-07
1.977739578310338175e+03,3.129236845856095505e+10,3.242367610531224655e-07
1.977739578310338175e+03,3.171995496966810226e+10,3.051988160893087713e-07
1.977739578310338175e+03,3.214754148077525330e+10,2.848026387383617929e-07
1.977739578310338175e+03,3.257512799188240814e+10,2.677451867649830952e-07
1.977739578310338175e+03,3.300271450298955917e+10,2.515161463025494888e-07
1.977739578310338175e+03,3.343030101409671402e+10,2.347918913502033673e-07
1.977739578310338175e+03,3.385788752520386124e+10,2.217386290961770992e-07
1.977739578310338175e+03,3.428547403631101227e+10,2.074263564045340567e-07
1.977739578310338175e+03,3.471306054741816711e+10,1.945998230979459157e-07
1.977739578310338175e+03,3.514064705852531433e+10,1.806241092295833454e-07
1.977739578310338175e+03,3.556823356963246918e+10,1.707485296681601306e-07
1.977739578310338175e+03,3.599582008073962402e+10,1.582037403409927947e-07
1.977739578310338175e+03,3.642340659184677124e+10,1.485403745844284199e-07
1.977739578310338175e+03,3.685099310295392609e+10,1.384078055571588555e-07
1.977739578310338175e+03,3.727857961406107330e+10,1.278529685597654453e-07
1.977739578310338175e+03,3.770616612516822815e+10,1.208710709142477512e-07
1.977739578310338175e+03,3.813375263627538300e+10,1.112327356168216005e-07
1.977739578310338175e+03,3.856133914738253021e+10,1.020890926623288482e-07
1.977739578310338175e+03,3.898892565848967743e+10,9.341049298654297811e-08
1.977739578310338175e+03,3.941651216959683228e+10,8.516691757490435709e-08
1.977739578310338175e+03,3.984409868070398712e+10,7.734306921421851542e-08
1.977739578310338175e+03,4.027168519181114197e+10,6.993979064035724776e-08
1.977739578310338175e+03,4.069927170291828918e+10,6.288736129824505057e-08
1.977739578310338175e+03,4.112685821402544403e+10,5.300542104376129120e-08
1.977739578310338175e+03,4.155444472513259125e+10,4.529407885767247535e-08
1.977739578310338175e+03,4.198203123623973846e+10,3.552818861383618671e-08
1.977739578310338175e+03,4.240961774734689331e+10,2.310371800450617464e-08
